의도(Intent),개체명(NER),언어(Language),키워드(Keyword),타이틀(Title),설명(Description),질문(Query),답변(Answer),답변이미지
정의,B_LV1,C,사용자 정의 함수,,,{B_LV1}에 대해 알려줘,"C언어에서는 미리 정의해둔 함수인 (1)표준 라이브러리 함수와 프로그래머가 직접 만들어서 사용하는 (2)사용자 정의 함수가 있습니다.

표준 라이브러리 함수는 미리 정의가 돼있는 함수들로 우리가 많이 사용하는 printf, scanf들도 미리 정의된 표준 라이브러리 함수라고 할 수 있습니다. 이러한 표준 라이브러리 함수들은 특정 헤더 파일에 미리 정의돼 있는데, 우리가 코딩하기 전에 항상 맨 윗 줄에서 작성했었던 #include<stdio.h> 가 표준 입출력에 필요한 함수들을 정의해놓은 stdio 라는 해더 파일을 불러오는 역할을 한다고 생각하면 됩니다. 우리는 stdio.h 파일 이외에도 수학적 함수들을 모아놓은 math.h나 메모리 프로세스 제어를 도와주는 함수들을 도와주는 stdlib.h를 많이 사용합니다.

사용자 정의함수는 프로그래머가 직접 만들어서 사용하는 함수로, 주로 코드의 반복을 줄이고 효율을 높이기 위해서 사용합니다.

참조 : https://koonsland.tistory.com/34",
정의,B_LV1,C,표준 라이브러리 함수,,,{B_LV1}에 대해 알려줘,"C언어에서는 미리 정의해둔 함수인 (1)표준 라이브러리 함수와 프로그래머가 직접 만들어서 사용하는 (2)사용자 정의 함수가 있습니다.

표준 라이브러리 함수는 미리 정의가 돼있는 함수들로 우리가 많이 사용하는 printf, scanf들도 미리 정의된 표준 라이브러리 함수라고 할 수 있습니다. 이러한 표준 라이브러리 함수들은 특정 헤더 파일에 미리 정의돼 있는데, 우리가 코딩하기 전에 항상 맨 윗 줄에서 작성했었던 #include<stdio.h> 가 표준 입출력에 필요한 함수들을 정의해놓은 stdio 라는 해더 파일을 불러오는 역할을 한다고 생각하면 됩니다. 우리는 stdio.h 파일 이외에도 수학적 함수들을 모아놓은 math.h나 메모리 프로세스 제어를 도와주는 함수들을 도와주는 stdlib.h를 많이 사용합니다.

사용자 정의함수는 프로그래머가 직접 만들어서 사용하는 함수로, 주로 코드의 반복을 줄이고 효율을 높이기 위해서 사용합니다.

참조 : https://koonsland.tistory.com/34",
정의,B_LV1,C,함수 라이브러리,,,{B_LV1}에 대해 알려줘,"C언어에서는 미리 정의해둔 함수인 (1)표준 라이브러리 함수와 프로그래머가 직접 만들어서 사용하는 (2)사용자 정의 함수가 있습니다.

표준 라이브러리 함수는 미리 정의가 돼있는 함수들로 우리가 많이 사용하는 printf, scanf들도 미리 정의된 표준 라이브러리 함수라고 할 수 있습니다. 이러한 표준 라이브러리 함수들은 특정 헤더 파일에 미리 정의돼 있는데, 우리가 코딩하기 전에 항상 맨 윗 줄에서 작성했었던 #include<stdio.h> 가 표준 입출력에 필요한 함수들을 정의해놓은 stdio 라는 해더 파일을 불러오는 역할을 한다고 생각하면 됩니다. 우리는 stdio.h 파일 이외에도 수학적 함수들을 모아놓은 math.h나 메모리 프로세스 제어를 도와주는 함수들을 도와주는 stdlib.h를 많이 사용합니다.

사용자 정의함수는 프로그래머가 직접 만들어서 사용하는 함수로, 주로 코드의 반복을 줄이고 효율을 높이기 위해서 사용합니다.

참조 : https://koonsland.tistory.com/34",
정의,B_LV1,C,전역 변수 지역 변수,변수의 종류,전역 변수 지역 변수 변수 유효 범위 지역변수 전역변수,{B_LV1}에 대해 알려줘,"C언어에서는 변수가 선언되는 위치에 따라 해당 변수의 유효 범위, 메모리 반환 시기, 초기호 여부, 저장 장소등이 결정됩니다.

지역 변수는 한 함수 내에서 선언되는 변수들을 말합니다. 이러한 지역 변수들은 해당 함수가 종료되는 시점에서 사라지기 때문에 파라미터 또는 반환형으로 넘겨주지 않는다면 사용할 수 없습니다.

전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.

추천 참고 사이트
https://code4human.tistory.com/128",
정의,B_LV1,C,전역 변수,,,{B_LV1}에 대해 알려줘,"C언어에서는 변수가 선언되는 위치에 따라 해당 변수의 유효 범위, 메모리 반환 시기, 초기호 여부, 저장 장소등이 결정됩니다.

지역 변수는 한 함수 내에서 선언되는 변수들을 말합니다. 이러한 지역 변수들은 해당 함수가 종료되는 시점에서 사라지기 때문에 파라미터 또는 반환형으로 넘겨주지 않는다면 사용할 수 없습니다.

전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.

추천 참고 사이트
https://code4human.tistory.com/128",
정의,B_LV1,C,지역 변수,,,{B_LV1}에 대해 알려줘,"C언어에서는 변수가 선언되는 위치에 따라 해당 변수의 유효 범위, 메모리 반환 시기, 초기호 여부, 저장 장소등이 결정됩니다.

지역 변수는 한 함수 내에서 선언되는 변수들을 말합니다. 이러한 지역 변수들은 해당 함수가 종료되는 시점에서 사라지기 때문에 파라미터 또는 반환형으로 넘겨주지 않는다면 사용할 수 없습니다.

전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.

추천 참고 사이트
https://code4human.tistory.com/128",
정의,B_LV1,C,변수 유효 범위,,,{B_LV1}에 대해 알려줘,"C언어에서는 변수가 선언되는 위치에 따라 해당 변수의 유효 범위, 메모리 반환 시기, 초기호 여부, 저장 장소등이 결정됩니다.

지역 변수는 한 함수 내에서 선언되는 변수들을 말합니다. 이러한 지역 변수들은 해당 함수가 종료되는 시점에서 사라지기 때문에 파라미터 또는 반환형으로 넘겨주지 않는다면 사용할 수 없습니다.

전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.

추천 참고 사이트
https://code4human.tistory.com/128",
정의,B_LV1,C,전역변수 단점,전역변수 장단점,전역 변수 단점 장점 장단점,{B_LV1}에 대해 알려줘,"전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.",
정의,B_LV1,C,전역변수 장점,,,{B_LV1}에 대해 알려줘,"전역 변수란 함수 밖에서 선언되는 변수로, C코드의 어느곳에서나 사용할 수 있습니다. 이렇게 어느 곳에서나 사용할 수 있다는 것이 장점으로 다가오겠지만, 전역변수가 많다는 것은 할당이 해제되지 않은 데이터가 계속해서 메모리에 쌓이는 것이기 때문에 필요한 부분에 있어서 신중하게 사용하는 것이 좋습니다.",
정의,B_LV1,C,재귀,재귀 함수,재귀 함수 사용 사용법 재귀,{B_LV1}에 대해 알려줘,"재귀 함수란 함수 안에서 자기 자신을 호출하는 방식을 말합니다. 즉 함수 내부에서 자기 자신을 계속해서 호출하기 때문에 특정 조건없이는 멈추지 않고 무한히 반복되게 됩니다.

재귀 함수의 경우 초보자가 활용하기에는 부담스러운 부분이 분명 있는 활용 형태입니다. 하지만 재귀 호출이 어떻게 이루어지는 하나하나 과정을 그려보면서 이해해보면 어떠한 문제를 해결하기위한 아주 직관적인 해결법이 될 수 있습니다.

추천 참고 사이트 : https://thrillfighter.tistory.com/518",
정의,B_LV1,C,재귀 함수,,,{B_LV1}에 대해 알려줘,"재귀 함수란 함수 안에서 자기 자신을 호출하는 방식을 말합니다. 즉 함수 내부에서 자기 자신을 계속해서 호출하기 때문에 특정 조건없이는 멈추지 않고 무한히 반복되게 됩니다.

재귀 함수의 경우 초보자가 활용하기에는 부담스러운 부분이 분명 있는 활용 형태입니다. 하지만 재귀 호출이 어떻게 이루어지는 하나하나 과정을 그려보면서 이해해보면 어떠한 문제를 해결하기위한 아주 직관적인 해결법이 될 수 있습니다.

추천 참고 사이트 : https://thrillfighter.tistory.com/518",
정의,B_LV1,C,재귀 함수 사용,,,{B_LV1}에 대해 알려줘,"재귀 함수란 함수 안에서 자기 자신을 호출하는 방식을 말합니다. 재귀 함수는 로직이 복잡해지면 복잡해질수록 초보자 뿐만 아니라 숙련자들도  이해하기 힘든 활용 형태입니다. 뿐만 아니라 재귀적인 방식을 활용하지 않고 일반적인 반복문을 사용하는 것이 훨씬 효율적인 경우도 많습니다. 그럼에도 불구하고 재귀적인 방법을 사용하는 이유는 특정 문제를 해결하는데에서 직관적인 해답이 될 수 있기 때문입니다. 재귀 함수를 적절한 곳에  능숙하게 활용하시려면 많은 연습이 필요합니다.
",
정의,B_LV1,C,문자열,문자열,문자열 배열 사용 입력 출력,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,문자열 배열,,,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,문자열 사용,,,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,문자열 출력,,,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,문자열 입력,,,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,문자열 입력 출력,,,{B_LV1}에 대해 알려줘,"문자열은 큰따옴표("""")를 사용해서 표현되는 일련의 연속된 문자의 집합을 말합니다.
C언어에서 문자열을 선언하고 초기화하기 위해서는 char형 배열을 이용하거나 char형 포인터를 이용합니다.

char str1[100] = ""hello world"";
char *str2 = ""hello world"";

printf(""%s"",str1);
printf(""%s"",str2);

다음과 같이 활용할 수 있습니다.  이 때 문자 배열의 맨마지막에는 NULL 문자가 들어가게되는데 이를 '\0'이라고 표현합니다. 때문에 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.
",
정의,B_LV1,C,널 문자,널 문자,널 문자 null NULL Null,{B_LV1}에 대해 알려줘,"NULL 문자는 문자 배열의 끝을 알려주는 값입니다.
이러한 NULL 문자를 '\0'으로 표현하고 아스키코드 값은 0입니다.
C언어에서 문자열을 표현할 때 NULL 문자가 맨마지막에 삽입되기때문에 실제 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.",
정의,B_LV1,C,null NULL,,,{B_LV1}에 대해 알려줘,"NULL 문자는 문자 배열의 끝을 알려주는 값입니다.
이러한 NULL 문자를 '\0'으로 표현하고 아스키코드 값은 0입니다.
C언어에서 문자열을 표현할 때 NULL 문자가 맨마지막에 삽입되기때문에 실제 문자열의 크기는 실제 문자의 개수 + NULL 문자 입니다.",
정의,B_LV1,C,문자열 함수,문자열 함수,문자열 함수 비교 합치기 연결 길이,{B_LV1}에 대해 알려줘,"C언어에서는 문자열을 처리하기 위한 표준 함수들을 제공하고 있습니다.
그 함수들을 사용하기위해서 #include <string.h>을 적어줘야 합니다.

1. strcmp,strncmp : 문자열비교

2. strcat, strncat : 문자열 연결

3. strcpy, strncpy : 문자열 복사

4. strlen : 문자열 길이 반환

5. atoi, atof, atol : 인수로 전달된 숫자 타입을 문자열로 변환.

6. toupper, tolower : 인수로 전달된 영문자 문자열을 전부 대문자, 소문자로 변환.

각각 함수의 상세한 정보를 알고싶으면 함수명으로 질문해보세요!

참조
http://tcpschool.com/c/c_string_handling
",
정의,B_LV1,C,문자열 비교,,,{B_LV1}에 대해 알려줘,"C언어에서는 문자열을 처리하기 위한 표준 함수들을 제공하고 있습니다.
그 함수들을 사용하기위해서 #include <string.h>을 적어줘야 합니다.

1. strcmp,strncmp : 문자열비교

2. strcat, strncat : 문자열 연결

3. strcpy, strncpy : 문자열 복사

4. strlen : 문자열 길이 반환

5. atoi, atof, atol : 인수로 전달된 숫자 타입을 문자열로 변환.

6. toupper, tolower : 인수로 전달된 영문자 문자열을 전부 대문자, 소문자로 변환.

각각 함수의 상세한 정보를 알고싶으면 함수명으로 질문해보세요!

참조
http://tcpschool.com/c/c_string_handling
",
정의,B_LV1,C,문자열 합치기,,,{B_LV1}에 대해 알려줘,"C언어에서는 문자열을 처리하기 위한 표준 함수들을 제공하고 있습니다.
그 함수들을 사용하기위해서 #include <string.h>을 적어줘야 합니다.

1. strcmp,strncmp : 문자열비교

2. strcat, strncat : 문자열 연결

3. strcpy, strncpy : 문자열 복사

4. strlen : 문자열 길이 반환

5. atoi, atof, atol : 인수로 전달된 숫자 타입을 문자열로 변환.

6. toupper, tolower : 인수로 전달된 영문자 문자열을 전부 대문자, 소문자로 변환.

각각 함수의 상세한 정보를 알고싶으면 함수명으로 질문해보세요!

참조
http://tcpschool.com/c/c_string_handling
",
정의,B_LV1,C,문자열 연결,,,{B_LV1}에 대해 알려줘,"C언어에서는 문자열을 처리하기 위한 표준 함수들을 제공하고 있습니다.
그 함수들을 사용하기위해서 #include <string.h>을 적어줘야 합니다.

1. strcmp,strncmp : 문자열비교

2. strcat, strncat : 문자열 연결

3. strcpy, strncpy : 문자열 복사

4. strlen : 문자열 길이 반환

5. atoi, atof, atol : 인수로 전달된 숫자 타입을 문자열로 변환.

6. toupper, tolower : 인수로 전달된 영문자 문자열을 전부 대문자, 소문자로 변환.

각각 함수의 상세한 정보를 알고싶으면 함수명으로 질문해보세요!

참조
http://tcpschool.com/c/c_string_handling
",
정의,B_LV1,C,문자열 길이,,,{B_LV1}에 대해 알려줘,"C언어에서는 문자열을 처리하기 위한 표준 함수들을 제공하고 있습니다.
그 함수들을 사용하기위해서 #include <string.h>을 적어줘야 합니다.

1. strcmp,strncmp : 문자열비교

2. strcat, strncat : 문자열 연결

3. strcpy, strncpy : 문자열 복사

4. strlen : 문자열 길이 반환

5. atoi, atof, atol : 인수로 전달된 숫자 타입을 문자열로 변환.

6. toupper, tolower : 인수로 전달된 영문자 문자열을 전부 대문자, 소문자로 변환.

각각 함수의 상세한 정보를 알고싶으면 함수명으로 질문해보세요!

참조
http://tcpschool.com/c/c_string_handling
",
정의,B_LV1,C,문자열 비교 함수,문자열 비교 함수,문자열 비교 함수 방법 strcmp strncmp,{B_LV1}에 대해 알려줘,"strcmp,strncmp : 문자열비교

strcmp(str1,str2)
문자열은 == 연산자를 사용해서 비교하지 못합니다. == 연산자를 사용하면 문자열 자체의 주소값을 비교하기 때문입니다. 문자열이 같은 내용의 문자열인지를 확인하기 위해서는 strcmp 함수를 이용합니다. 비교 대상이 같을 경우 1을 아닐 경우 0을 반환합니다.

strncmp(str1, str2, n) 함수 같은 경우 세번째 인자로 전달된 n만큼을 비교합니다.",
정의,B_LV1,C,문자열 비교 방법,,,{B_LV1}에 대해 알려줘,"strcmp,strncmp : 문자열비교

strcmp(str1,str2)
문자열은 == 연산자를 사용해서 비교하지 못합니다. == 연산자를 사용하면 문자열 자체의 주소값을 비교하기 때문입니다. 문자열이 같은 내용의 문자열인지를 확인하기 위해서는 strcmp 함수를 이용합니다. 비교 대상이 같을 경우 1을 아닐 경우 0을 반환합니다.

strncmp(str1, str2, n) 함수 같은 경우 세번째 인자로 전달된 n만큼을 비교합니다.",
정의,B_LV1,C,strcmp,,,{B_LV1}에 대해 알려줘,"strcmp,strncmp : 문자열비교

strcmp(str1,str2)
문자열은 == 연산자를 사용해서 비교하지 못합니다. == 연산자를 사용하면 문자열 자체의 주소값을 비교하기 때문입니다. 문자열이 같은 내용의 문자열인지를 확인하기 위해서는 strcmp 함수를 이용합니다. 비교 대상이 같을 경우 1을 아닐 경우 0을 반환합니다.

strncmp(str1, str2, n) 함수 같은 경우 세번째 인자로 전달된 n만큼을 비교합니다.",
정의,B_LV1,C,strncmp,,,{B_LV1}에 대해 알려줘,"strcmp,strncmp : 문자열비교

strcmp(str1,str2)
문자열은 == 연산자를 사용해서 비교하지 못합니다. == 연산자를 사용하면 문자열 자체의 주소값을 비교하기 때문입니다. 문자열이 같은 내용의 문자열인지를 확인하기 위해서는 strcmp 함수를 이용합니다. 비교 대상이 같을 경우 1을 아닐 경우 0을 반환합니다.

strncmp(str1, str2, n) 함수 같은 경우 세번째 인자로 전달된 n만큼을 비교합니다.",
정의,B_LV1,C,문자열 연결 함수,문자열 연결 함수,문자열 합치기 연결 함수 방법 strcat strncat,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,문자열 합치기,,,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,문자열 연결 방법,,,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,문자열 합치기 방법,,,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,strcat,,,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,strncat,,,{B_LV1}에 대해 알려줘,"strcat, strncat : 문자열 연결

strcat 함수는 하나의 문자열과 다른 문자열을 연결해주는 함수입니다.
strcat(str1,str2)
이 때, 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문자열이 뒤로 추가됩니다.

strncat(str1,str2,n)
strncat 함수는 세 번째 인수로 최대 크기 n을 지정해줄 수 있습니다. strcat함수 같은 경우 첫 번째 인수의 최대 크기를 넘길 경우 오버플로우 문제가 발생할 수 있지만 strncat을 이용하면 이를 방지할 수 있습니다.",
정의,B_LV1,C,문자열 복사 함수,문자열 복사 함수,문자열 복사 함수 방법 strcpy strncpy,{B_LV1}에 대해 알려줘,"strcpy, strncpy : 문자열 복사

strcpy(str1,str2)
strcpy 함수는 문자열을 복사하는 함수입니다. 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문장열을 복사합니다.

strncpy(str1, str2, n)
strncpy 함수는 strcpy 함수와 기능은 같지만 세 번째로 인수로 복사할 문자열의 최대길이를 지정할 수 있습니다. 즉 str2에서 n만큼만 str1로 복사합니다.",
정의,B_LV1,C,문자열 복사 방법,,,{B_LV1}에 대해 알려줘,"strcpy, strncpy : 문자열 복사

strcpy(str1,str2)
strcpy 함수는 문자열을 복사하는 함수입니다. 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문장열을 복사합니다.

strncpy(str1, str2, n)
strncpy 함수는 strcpy 함수와 기능은 같지만 세 번째로 인수로 복사할 문자열의 최대길이를 지정할 수 있습니다. 즉 str2에서 n만큼만 str1로 복사합니다.",
정의,B_LV1,C,strcpy,,,{B_LV1}에 대해 알려줘,"strcpy, strncpy : 문자열 복사

strcpy(str1,str2)
strcpy 함수는 문자열을 복사하는 함수입니다. 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문장열을 복사합니다.

strncpy(str1, str2, n)
strncpy 함수는 strcpy 함수와 기능은 같지만 세 번째로 인수로 복사할 문자열의 최대길이를 지정할 수 있습니다. 즉 str2에서 n만큼만 str1로 복사합니다.",
정의,B_LV1,C,strncpy,,,{B_LV1}에 대해 알려줘,"strcpy, strncpy : 문자열 복사

strcpy(str1,str2)
strcpy 함수는 문자열을 복사하는 함수입니다. 첫 번째 인수로 전달된 문자열에 두 번째 인수로 전달된 문장열을 복사합니다.

strncpy(str1, str2, n)
strncpy 함수는 strcpy 함수와 기능은 같지만 세 번째로 인수로 복사할 문자열의 최대길이를 지정할 수 있습니다. 즉 str2에서 n만큼만 str1로 복사합니다.",
정의,B_LV1,C,문자열 길이 함수,문자열 길이 함수,문자열 길이 함수 strlen,{B_LV1}에 대해 알려줘,"strlen : 문자열 길이

strlen(str1)
인수로 전달된 문자열의 길이를 반환합니다. 이 때, 문자열의 맨 마지막인 null 문자는 문자열의 길이에서 제외됩니다.",
정의,B_LV1,C,strlen,,,{B_LV1}에 대해 알려줘,"strlen : 문자열 길이

strlen(str1)
인수로 전달된 문자열의 길이를 반환합니다. 이 때, 문자열의 맨 마지막인 null 문자는 문자열의 길이에서 제외됩니다.",
정의,B_LV1,C,문자열 정수,문자열 정수 변환,문자열 정수 숫자 변환 int float double atoi atol atof,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 int,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 double,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 float,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 숫자 변환,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 숫자,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,문자열 변환,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
정의,B_LV1,C,atoi,,,{B_LV1}에 대해 알려줘,"atoi, atof, atol : 문자열 숫자로 변환

#include <stdlib.h> <- 선언 필요!
atoi(str);          // int형 정수로 변환.
atol(str);          // long형 정수로 변환.
atof(str);         // double형 실수로 변환. ",
